AYUSH_Code,AYUSH_Term,Target_System,WHO_Code_Candidate,WHO_Term_Candidate,Similarity_Score,Suggested_Relationship
UNANI-C-20,Waram Aṣl al-Udhun/ Waram-i-Ghudda-i-Nakaf,Biomedicine,PK81.2,- - - - Aspiration or drainage of body cavity or fluid collection associated with injury or harm in therapeutic use,0.5097,related-to
UNANI-C-22,Nazla Udhuniyya,Biomedicine,ND71,- - Foreign body in ear,0.6147,narrower-than
UNANI-C-22,Nazla Udhuniyya,Biomedicine,MC40,- - - Plugged feeling ear,0.6136,narrower-than
UNANI-C-22,Nazla Udhuniyya,Biomedicine,AB70,- - Otalgia or effusion of ear,0.578,related-to
UNANI-C-24,Fasād al-Shamm,TM2,SN44,Foul body smelling disorder (TM2),0.5514,related-to
UNANI-C-24,Fasād al-Shamm,Biomedicine,MB41,- - - Disturbances of smell or taste,0.6396,narrower-than
UNANI-C-24,Fasād al-Shamm,Biomedicine,MB41.Y,- - - - Other specified disturbances of smell or taste,0.6233,narrower-than
UNANI-C-24,Fasād al-Shamm,Biomedicine,6B22,- - Olfactory reference disorder,0.6094,narrower-than
UNANI-C-25,Buthūr al-Anf,Biomedicine,MD11.9,- - - - Nasal congestion,0.5654,related-to
UNANI-C-25,Buthūr al-Anf,Biomedicine,9A60.4,- - - - Blepharoconjunctivitis,0.5644,related-to
UNANI-C-25,Buthūr al-Anf,Biomedicine,DA01.10,- - - - Oral aphthae or aphtha-like ulceration,0.5405,related-to
UNANI-C-26,Qurūḥ al-Anf,TM2,SN44,Foul body smelling disorder (TM2),0.5118,related-to
UNANI-C-26,Qurūḥ al-Anf,Biomedicine,DA01.10,- - - - Oral aphthae or aphtha-like ulceration,0.6046,narrower-than
UNANI-C-26,Qurūḥ al-Anf,Biomedicine,DA01.15,- - - - Mouth ulcers,0.5293,related-to
UNANI-C-26,Qurūḥ al-Anf,Biomedicine,DA01.13,- - - - Erythema multiforme with oral ulceration,0.5006,related-to
UNANI-C-27,Ḥikka al-Anf,TM2,SR8F,Sour smelling sweat pattern (TM2),0.549,related-to
UNANI-C-27,Ḥikka al-Anf,TM2,SS2G,Pattern of humour accumulated with excess cold (TM2),0.5016,related-to
UNANI-C-27,Ḥikka al-Anf,Biomedicine,ME65.1,- - - - Itching of skin,0.6419,narrower-than
UNANI-C-27,Ḥikka al-Anf,Biomedicine,EK02.2,"- - - Irritant contact dermatitis due to friction, sweating or contact with body fluids",0.6233,narrower-than
UNANI-C-27,Ḥikka al-Anf,Biomedicine,EK02.20,"- - - - Intertriginous dermatitis due to friction, sweating or contact with body fluids",0.5931,related-to
UNANI-C-29,Bakhr al-Anf/ Natn al-Anf,TM2,SK94,Nasal polyp disorder (TM2),0.5841,related-to
UNANI-C-29,Bakhr al-Anf/ Natn al-Anf,TM2,SL2Y,"Other specified eye, ear, nose, throat and neck disorders (TM2)",0.58,related-to
UNANI-C-29,Bakhr al-Anf/ Natn al-Anf,TM2,SK97,Nasal obstruction disorder (TM2),0.5314,related-to
UNANI-C-29,Bakhr al-Anf/ Natn al-Anf,Biomedicine,MD34,- - - Symptom or complaint of the nose,0.6613,narrower-than
UNANI-C-29,Bakhr al-Anf/ Natn al-Anf,Biomedicine,CA0J.Y,- - - Other specified nasal polyp,0.6082,narrower-than
UNANI-C-29,Bakhr al-Anf/ Natn al-Anf,Biomedicine,8B80,- - - Disorders of olfactory nerve,0.5988,related-to
UNANI-C-30,Raḍḍ al-Anf,Biomedicine,NA02.3,- - - Fracture of nasal bones,0.7486,narrower-than
UNANI-C-30,Raḍḍ al-Anf,Biomedicine,NA03.1,- - - Dislocation of septal cartilage of nose,0.6956,narrower-than
UNANI-C-30,Raḍḍ al-Anf,Biomedicine,KA45.21,- - - - Nasal bone fracture due to birth injury,0.6795,narrower-than
UNANI-C-31,Ru‘āf,Biomedicine,CA71.2,- - - - Pneumonitis due to aspiration of blood,0.5945,related-to
UNANI-C-31,Ru‘āf,Biomedicine,MD23,- - - - Haemorrhage from other sites in respiratory passages,0.5882,related-to
UNANI-C-31,Ru‘āf,Biomedicine,MD11.9,- - - - Nasal congestion,0.5857,related-to
UNANI-C-32,Bawāsīr al-Anf/ Urbiyān al-Anf,TM2,SK94,Nasal polyp disorder (TM2),0.535,related-to
UNANI-C-32,Bawāsīr al-Anf/ Urbiyān al-Anf,TM2,SL2Y,"Other specified eye, ear, nose, throat and neck disorders (TM2)",0.5064,related-to
UNANI-C-32,Bawāsīr al-Anf/ Urbiyān al-Anf,Biomedicine,2C20,- - - - Malignant neoplasms of nasal cavity,0.6111,narrower-than
UNANI-C-32,Bawāsīr al-Anf/ Urbiyān al-Anf,Biomedicine,CA0C,- - Cyst or mucocele of nose or nasal sinus,0.6055,narrower-than
UNANI-C-32,Bawāsīr al-Anf/ Urbiyān al-Anf,Biomedicine,XA4CN5,- - - - - - Nasal mucosa,0.5675,related-to
UNANI-C-33,‘Uṭās,Biomedicine,PB07,- - - Unintentional threat to breathing by inhalation or ingestion of other objects or materials,0.5305,related-to
UNANI-C-33,‘Uṭās,Biomedicine,PB00,- - - Unintentional threat to breathing by suffocation from object covering mouth or nose,0.5244,related-to
UNANI-C-33,‘Uṭās,Biomedicine,XE9RJ,- - - - Exposure to threat to breathing by inhalation or ingestion of other objects or materials,0.5116,related-to
UNANI-C-34,Qadhā al-Anf,Biomedicine,ND72.Y,- - - Foreign body in other parts of respiratory tract,0.618,narrower-than
UNANI-C-34,Qadhā al-Anf,Biomedicine,ND72.0,- - - Foreign body in nasal sinus,0.595,related-to
UNANI-C-34,Qadhā al-Anf,Biomedicine,ND72.6,- - - Foreign body in multiple parts of respiratory tract,0.5901,related-to
UNANI-C-35,Jafāf al-Anf,TM2,SK92,Dry nose disorder (TM2),0.6342,narrower-than
UNANI-C-35,Jafāf al-Anf,TM2,SL4Y,Other specified respiratory system disorders (TM2),0.5541,related-to
UNANI-C-35,Jafāf al-Anf,TM2,SK93,Atrophic rhinitis disorder (TM2),0.5075,related-to
UNANI-C-35,Jafāf al-Anf,Biomedicine,SF8D,- - - - - Dryness invading the lung pattern (TM1),0.6032,narrower-than
UNANI-C-35,Jafāf al-Anf,Biomedicine,SF8E,- - - - - Lung dryness with intestinal obstruction pattern (TM1),0.5771,related-to
UNANI-C-35,Jafāf al-Anf,Biomedicine,PB00,- - - Unintentional threat to breathing by suffocation from object covering mouth or nose,0.5671,related-to
UNANI-C-36,Zukām,Biomedicine,EK02.2,"- - - Irritant contact dermatitis due to friction, sweating or contact with body fluids",0.551,related-to
UNANI-C-36,Zukām,Biomedicine,EJ0Y,- - - Other specified dermatoses provoked or exacerbated by exposure to cold,0.5228,related-to
UNANI-C-36,Zukām,Biomedicine,EK02.20,"- - - - Intertriginous dermatitis due to friction, sweating or contact with body fluids",0.5057,related-to
UNANI-C-37,Inḥirāf Fāṣil al-Mankharayn,TM2,SK94,Nasal polyp disorder (TM2),0.5324,related-to
UNANI-C-37,Inḥirāf Fāṣil al-Mankharayn,TM2,SK99,Sinusitis disorder (TM2),0.5294,related-to
UNANI-C-37,Inḥirāf Fāṣil al-Mankharayn,TM2,SK9A,Adenoiditis disorder (TM2),0.516,related-to
UNANI-C-37,Inḥirāf Fāṣil al-Mankharayn,Biomedicine,FC00.0,- - Acquired deformity of nose,0.5965,related-to
UNANI-C-37,Inḥirāf Fāṣil al-Mankharayn,Biomedicine,CA0D,- - Deviated nasal septum,0.5538,related-to
UNANI-C-38,Anfī Besh Ḥassāsiyat,TM2,SK94,Nasal polyp disorder (TM2),0.5488,related-to
UNANI-C-38,Anfī Besh Ḥassāsiyat,TM2,SL2Y,"Other specified eye, ear, nose, throat and neck disorders (TM2)",0.5442,related-to
UNANI-C-38,Anfī Besh Ḥassāsiyat,TM2,SK97,Nasal obstruction disorder (TM2),0.5298,related-to
UNANI-C-38,Anfī Besh Ḥassāsiyat,Biomedicine,4A82,- - Allergic or hypersensitivity disorders involving skin or mucous membranes,0.6051,narrower-than
UNANI-C-38,Anfī Besh Ḥassāsiyat,Biomedicine,4A80,- - Allergic or hypersensitivity disorders involving the respiratory tract,0.588,related-to
UNANI-C-38,Anfī Besh Ḥassāsiyat,Biomedicine,XA04T9,- - - - - - Skin of nose,0.5802,related-to
UNANI-C-39,Iltihāb al-Anf,TM2,SK93,Atrophic rhinitis disorder (TM2),0.5929,related-to
UNANI-C-39,Iltihāb al-Anf,TM2,SK99,Sinusitis disorder (TM2),0.5623,related-to
UNANI-C-39,Iltihāb al-Anf,TM2,SK94,Nasal polyp disorder (TM2),0.5283,related-to
UNANI-C-39,Iltihāb al-Anf,Biomedicine,XA4CN5,- - - - - - Nasal mucosa,0.6526,narrower-than
UNANI-C-39,Iltihāb al-Anf,Biomedicine,XA3ZG3,- - - - - - - - Infratip lobule of nose,0.6319,narrower-than
UNANI-C-39,Iltihāb al-Anf,Biomedicine,SC72,- - - - - Inflammatory eyelid disorder (TM1),0.5913,related-to
UNANI-C-39.1,Iltihāb al-Anf Ḥādd,TM2,SK93,Atrophic rhinitis disorder (TM2),0.5563,related-to
UNANI-C-39.1,Iltihāb al-Anf Ḥādd,Biomedicine,CA08.0,- - - Allergic rhinitis,0.5974,related-to
UNANI-C-39.1,Iltihāb al-Anf Ḥādd,Biomedicine,MD11.9,- - - - Nasal congestion,0.5945,related-to
UNANI-C-39.1,Iltihāb al-Anf Ḥādd,Biomedicine,XA4CN5,- - - - - - Nasal mucosa,0.5922,related-to
UNANI-C-39.2,Iltihāb al-Anf Muzmin,TM2,SK93,Atrophic rhinitis disorder (TM2),0.5876,related-to
UNANI-C-39.2,Iltihāb al-Anf Muzmin,TM2,SK99,Sinusitis disorder (TM2),0.571,related-to
UNANI-C-39.2,Iltihāb al-Anf Muzmin,TM2,SK94,Nasal polyp disorder (TM2),0.5481,related-to
UNANI-C-39.2,Iltihāb al-Anf Muzmin,Biomedicine,XA4CN5,- - - - - - Nasal mucosa,0.6012,narrower-than
UNANI-C-39.2,Iltihāb al-Anf Muzmin,Biomedicine,9A60.3,- - - - Mucopurulent conjunctivitis,0.5978,related-to
UNANI-C-39.2,Iltihāb al-Anf Muzmin,Biomedicine,EA91.43,- - - - - Lichenoid mucositis,0.5705,related-to
UNANI-C-39.3,Iltihāb al-Anf Ḍumūrī,TM2,SK93,Atrophic rhinitis disorder (TM2),0.6144,narrower-than
UNANI-C-39.3,Iltihāb al-Anf Ḍumūrī,TM2,SK92,Dry nose disorder (TM2),0.5385,related-to
UNANI-C-39.3,Iltihāb al-Anf Ḍumūrī,TM2,SK94,Nasal polyp disorder (TM2),0.5361,related-to
UNANI-C-39.3,Iltihāb al-Anf Ḍumūrī,Biomedicine,XA4CN5,- - - - - - Nasal mucosa,0.5873,related-to
UNANI-C-39.3,Iltihāb al-Anf Ḍumūrī,Biomedicine,9A60.3,- - - - Mucopurulent conjunctivitis,0.5384,related-to
UNANI-C-39.3,Iltihāb al-Anf Ḍumūrī,Biomedicine,CA08.2,- - - Mixed rhinitis,0.531,related-to
UNANI-C-39.4,Iltihāb al-Anf Takaththurī,TM2,SK93,Atrophic rhinitis disorder (TM2),0.6006,narrower-than
UNANI-C-39.4,Iltihāb al-Anf Takaththurī,TM2,SK94,Nasal polyp disorder (TM2),0.5845,related-to
UNANI-C-39.4,Iltihāb al-Anf Takaththurī,TM2,SK88,Otitis disorder (TM2),0.5715,related-to
UNANI-C-39.4,Iltihāb al-Anf Takaththurī,Biomedicine,CA0E,- - Hypertrophy of nasal turbinates,0.6327,narrower-than
UNANI-C-39.4,Iltihāb al-Anf Takaththurī,Biomedicine,XA8817,- - - - - - Nasal turbinate,0.5472,related-to
UNANI-C-39.4,Iltihāb al-Anf Takaththurī,Biomedicine,AA91.0,- - - - - Chronic tubotympanic suppurative otitis media,0.5458,related-to
UNANI-C-40,Iltihāb-i-Tajāwīf al-Anf,TM2,SK99,Sinusitis disorder (TM2),0.5708,related-to
UNANI-C-40,Iltihāb-i-Tajāwīf al-Anf,TM2,SK88,Otitis disorder (TM2),0.5683,related-to
UNANI-C-40,Iltihāb-i-Tajāwīf al-Anf,Biomedicine,CA01,- - Acute sinusitis,0.6683,narrower-than
UNANI-C-40,Iltihāb-i-Tajāwīf al-Anf,Biomedicine,1F20.11,- - - - Chronic aspergillosis of the paranasal sinuses,0.6408,narrower-than
UNANI-C-40,Iltihāb-i-Tajāwīf al-Anf,Biomedicine,MD35,- - - Symptom or complaint of the sinus,0.6143,narrower-than
UNANI-C-41,Sudda-i-Khayshūm,TM2,SK97,Nasal obstruction disorder (TM2),0.5678,related-to
UNANI-C-41,Sudda-i-Khayshūm,TM2,SL2Y,"Other specified eye, ear, nose, throat and neck disorders (TM2)",0.548,related-to
UNANI-C-41,Sudda-i-Khayshūm,TM2,SK94,Nasal polyp disorder (TM2),0.5335,related-to
UNANI-C-41,Sudda-i-Khayshūm,Biomedicine,MD11.9,- - - - Nasal congestion,0.6143,narrower-than
UNANI-C-41,Sudda-i-Khayshūm,Biomedicine,MD34,- - - Symptom or complaint of the nose,0.5864,related-to
UNANI-C-41,Sudda-i-Khayshūm,Biomedicine,CA0C,- - Cyst or mucocele of nose or nasal sinus,0.585,related-to
UNANI-C-42,Waram al-Lisān,Biomedicine,DA03,- - Diseases of tongue,0.6016,narrower-than
UNANI-C-42,Waram al-Lisān,Biomedicine,DA01.4,- - - Irritative hyperplasia of oral mucosa,0.5679,related-to
UNANI-C-42,Waram al-Lisān,Biomedicine,MD80.1,"- - - - Symptom or complaint of the mouth, tongue or lip",0.56,related-to
UNANI-C-43,Ḥurqa al-Lisān,Biomedicine,DA0F.0,- - - Burning mouth syndrome,0.5932,related-to
UNANI-C-43,Ḥurqa al-Lisān,Biomedicine,XE33X,- - - - Exposure to threat to breathing by inhalation or ingestion of gastric contents,0.515,related-to
UNANI-C-43,Ḥurqa al-Lisān,Biomedicine,PC75,- - - Intentional self-harm by threat to breathing by inhalation or ingestion of liquids,0.5097,related-to
UNANI-C-44,Ḥikka al-Lisān,Biomedicine,ME65.1,- - - - Itching of skin,0.5333,related-to
UNANI-C-44,Ḥikka al-Lisān,Biomedicine,MD80.1,"- - - - Symptom or complaint of the mouth, tongue or lip",0.5079,related-to
UNANI-C-46,Istirkhā’ al-Lisān,Biomedicine,MD80.1,"- - - - Symptom or complaint of the mouth, tongue or lip",0.6121,narrower-than
UNANI-C-46,Istirkhā’ al-Lisān,Biomedicine,DA03,- - Diseases of tongue,0.5141,related-to
UNANI-C-47,Buṭlān al-Dhawq,Biomedicine,MB41,- - - Disturbances of smell or taste,0.6029,narrower-than
UNANI-C-47,Buṭlān al-Dhawq,Biomedicine,MB41.Y,- - - - Other specified disturbances of smell or taste,0.5806,related-to
UNANI-C-47,Buṭlān al-Dhawq,Biomedicine,MB40,- - - Sensation disturbance,0.5397,related-to
UNANI-C-48,Fasād al-Dhawq,TM2,SR8F,Sour smelling sweat pattern (TM2),0.5139,related-to
UNANI-C-48,Fasād al-Dhawq,Biomedicine,MB41,- - - Disturbances of smell or taste,0.6794,narrower-than
UNANI-C-48,Fasād al-Dhawq,Biomedicine,MB41.Y,- - - - Other specified disturbances of smell or taste,0.6439,narrower-than
UNANI-C-48,Fasād al-Dhawq,Biomedicine,MB41.Z,"- - - - Disturbances of smell or taste, unspecified",0.5331,related-to
UNANI-C-49,‘Iẓam al-Lisān,Biomedicine,DA03.4,- - - Hypertrophy of tongue papillae,0.5658,related-to
UNANI-C-49,‘Iẓam al-Lisān,Biomedicine,XA31C3,- - - - - - Intrinsic muscles of tongue,0.5526,related-to
UNANI-C-49,‘Iẓam al-Lisān,Biomedicine,LA31,- - - Structural developmental anomalies of mouth or tongue,0.5474,related-to
UNANI-C-50,Thiql al-Lisān,TM2,SL21,Hypernasal speech disorder (TM2),0.535,related-to
UNANI-C-50,Thiql al-Lisān,TM2,SL04,Severe throat inflammation disorder (TM2),0.5265,related-to
UNANI-C-50,Thiql al-Lisān,TM2,SM17,Palatitis disorder (TM2),0.5081,related-to
UNANI-C-50,Thiql al-Lisān,Biomedicine,MD80.1,"- - - - Symptom or complaint of the mouth, tongue or lip",0.632,narrower-than
UNANI-C-50,Thiql al-Lisān,Biomedicine,DA03,- - Diseases of tongue,0.6065,narrower-than
UNANI-C-50,Thiql al-Lisān,Biomedicine,DA03.Y,- - - Other specified diseases of tongue,0.5509,related-to
UNANI-C-52,Shuqāq al-Lisān,Biomedicine,DA0F.0,- - - Burning mouth syndrome,0.5462,related-to
UNANI-C-52,Shuqāq al-Lisān,Biomedicine,MB41,- - - Disturbances of smell or taste,0.5307,related-to
UNANI-C-52,Shuqāq al-Lisān,Biomedicine,XE33X,- - - - Exposure to threat to breathing by inhalation or ingestion of gastric contents,0.526,related-to
UNANI-C-108,Waja‘ al-Ḥalaq,TM2,SL04,Severe throat inflammation disorder (TM2),0.5681,related-to
UNANI-C-108,Waja‘ al-Ḥalaq,TM2,SL61,Heart pain disorder (TM2),0.5075,related-to
UNANI-C-108,Waja‘ al-Ḥalaq,TM2,SL02,Hoarseness of voice disorder (TM2),0.5061,related-to
UNANI-C-108,Waja‘ al-Ḥalaq,Biomedicine,MD21,- - - - Haemorrhage from throat,0.6043,narrower-than
UNANI-C-108,Waja‘ al-Ḥalaq,Biomedicine,MD36.0,- - - - Pain in throat,0.6,narrower-than
UNANI-C-108,Waja‘ al-Ḥalaq,Biomedicine,MD36,- - - Symptom or complaint of the throat,0.5881,related-to
UNANI-C-53,Qulā‘,Biomedicine,DA01.15,- - - - Mouth ulcers,0.5817,related-to
UNANI-C-53,Qulā‘,Biomedicine,DA01.10,- - - - Oral aphthae or aphtha-like ulceration,0.5685,related-to
UNANI-C-53,Qulā‘,Biomedicine,XE33X,- - - - Exposure to threat to breathing by inhalation or ingestion of gastric contents,0.5603,related-to
UNANI-C-53.2,Qulā‘ Ṣafrāwī,TM2,SM10,Stomatitis disorder (TM2),0.5421,related-to
UNANI-C-53.2,Qulā‘ Ṣafrāwī,Biomedicine,DA04.3,- - - Abscess of salivary gland,0.5083,related-to
UNANI-C-53.3,Qulā‘ Balghamī,Biomedicine,DA04.6,- - - Disturbances of salivary secretion,0.545,related-to
UNANI-C-53.3,Qulā‘ Balghamī,Biomedicine,EK02.21,- - - - Irritant contact dermatitis due to saliva,0.5297,related-to
UNANI-C-53.3,Qulā‘ Balghamī,Biomedicine,MD80.1,"- - - - Symptom or complaint of the mouth, tongue or lip",0.5157,related-to
UNANI-C-53.4,Qulā‘ Sawdāwī,Biomedicine,DA0F.0,- - - Burning mouth syndrome,0.5571,related-to
UNANI-C-53.5,Qulā‘-i-Ṣibyān,Biomedicine,KB87.0,- - - Intestinal obstruction due to inspissated milk,0.6691,narrower-than
UNANI-C-53.5,Qulā‘-i-Ṣibyān,Biomedicine,KB26.3,- - - Neonatal aspiration of milk or regurgitated food,0.6013,narrower-than
UNANI-C-53.5,Qulā‘-i-Ṣibyān,Biomedicine,MG43.31,- - - - - Feeding problem of child,0.5818,related-to
UNANI-C-55,Dal‘ al-Lisān,Biomedicine,MD80.1,"- - - - Symptom or complaint of the mouth, tongue or lip",0.5617,related-to
UNANI-C-55,Dal‘ al-Lisān,Biomedicine,CA05.0,- - - Acute laryngitis,0.5464,related-to
UNANI-C-55,Dal‘ al-Lisān,Biomedicine,CA0H.3,- - - Oedema of larynx,0.5463,related-to
UNANI-C-57,Buthūr al-Fam,Biomedicine,DA01.10,- - - - Oral aphthae or aphtha-like ulceration,0.5068,related-to
UNANI-C-57,Buthūr al-Fam,Biomedicine,DA01.15,- - - - Mouth ulcers,0.5005,related-to
UNANI-C-58,Ākila al-Fam,Biomedicine,DA01.15,- - - - Mouth ulcers,0.5921,related-to
UNANI-C-58,Ākila al-Fam,Biomedicine,DA01.10,- - - - Oral aphthae or aphtha-like ulceration,0.5586,related-to
UNANI-C-58,Ākila al-Fam,Biomedicine,KC40.0,- - - Congenital sucking blisters,0.5407,related-to
UNANI-C-59,Kathra al-Lu‘āb,Biomedicine,7B02.1,- - - Sleep-related hallucinations,0.5936,related-to
UNANI-C-59,Kathra al-Lu‘āb,Biomedicine,DA04.6,- - - Disturbances of salivary secretion,0.5793,related-to
UNANI-C-59,Kathra al-Lu‘āb,Biomedicine,7B00.3,- - - Sleep-related eating disorder,0.5783,related-to
UNANI-C-60,Bakhr al-Fam,Biomedicine,DA0F.0,- - - Burning mouth syndrome,0.6584,narrower-than
UNANI-C-60,Bakhr al-Fam,Biomedicine,DA01.4,- - - Irritative hyperplasia of oral mucosa,0.6076,narrower-than
UNANI-C-60,Bakhr al-Fam,Biomedicine,DA01.15,- - - - Mouth ulcers,0.5923,related-to
UNANI-C-61,Waram al-Ḥanak,TM2,SM17,Palatitis disorder (TM2),0.5115,related-to
UNANI-C-61,Waram al-Ḥanak,Biomedicine,ED81,- - - - - Acneiform inflammatory disorders,0.5407,related-to
UNANI-C-61,Waram al-Ḥanak,Biomedicine,MG30.42,- - - - - - Chronic visceral pain from persistent inflammation,0.5383,related-to
UNANI-C-61,Waram al-Ḥanak,Biomedicine,EC90.5,- - - - Anogenital pruritus,0.535,related-to
UNANI-C-62,Ḥikka al-Ḥanak,Biomedicine,ME65.1,- - - - Itching of skin,0.542,related-to
UNANI-C-62,Ḥikka al-Ḥanak,Biomedicine,MD11.9,- - - - Nasal congestion,0.5274,related-to
UNANI-C-62,Ḥikka al-Ḥanak,Biomedicine,MC16,- - - Pallor conjunctiva,0.5155,related-to
UNANI-C-63,Waram al-Shafatayn,Biomedicine,DA00.2,- - - Pigmentary abnormalities of lips,0.5268,related-to
UNANI-C-63,Waram al-Shafatayn,Biomedicine,EK02.21,- - - - Irritant contact dermatitis due to saliva,0.5169,related-to
UNANI-C-63,Waram al-Shafatayn,Biomedicine,MG29.02,- - - - - Pitting of lip,0.5111,related-to
UNANI-C-65,Qurūḥ al-Shafatayn,Biomedicine,DA01.10,- - - - Oral aphthae or aphtha-like ulceration,0.5906,related-to
UNANI-C-65,Qurūḥ al-Shafatayn,Biomedicine,DA01.12,- - - - Chronic ulcerative stomatitis,0.5704,related-to
UNANI-C-65,Qurūḥ al-Shafatayn,Biomedicine,DA01.15,- - - - Mouth ulcers,0.5558,related-to
UNANI-C-68,Ikhtilāj al-Shafatayn,TM2,SM3H,Nausea disorder (TM2),0.5061,related-to
UNANI-C-68,Ikhtilāj al-Shafatayn,Biomedicine,MD80.1,"- - - - Symptom or complaint of the mouth, tongue or lip",0.5335,related-to
UNANI-C-68,Ikhtilāj al-Shafatayn,Biomedicine,MD90,- - - - Nausea or vomiting,0.5233,related-to
UNANI-C-68,Ikhtilāj al-Shafatayn,Biomedicine,DD90.4,- - - Functional nausea or vomiting,0.5151,related-to
UNANI-C-69,Taqashshur al-Shafatayn,Biomedicine,NA09.3,- - - Traumatic amputation of lip,0.5143,related-to
UNANI-C-69,Taqashshur al-Shafatayn,Biomedicine,ME62.7,- - - - Acute desquamating skin eruption,0.5096,related-to
UNANI-C-70,Taqalluṣ al-Shafatayn,TM2,SK6G,Hard swelling of eyelid disorder (TM2),0.5552,related-to
UNANI-C-70,Taqalluṣ al-Shafatayn,TM2,SK69,Eyelid cyst disorder (TM2),0.5022,related-to
UNANI-C-70,Taqalluṣ al-Shafatayn,Biomedicine,9A03,- - - Acquired malposition of eyelid,0.5598,related-to
UNANI-C-70,Taqalluṣ al-Shafatayn,Biomedicine,9A03.23,- - - - - Spastic ectropion of eyelid,0.5517,related-to
UNANI-C-70,Taqalluṣ al-Shafatayn,Biomedicine,LA52,- - - Facial asymmetry,0.55,related-to
UNANI-C-71,Tashaqquq al-Shafatayn/ Shaqūq al-Shafatayn,TM2,SM1M,Dry chapped lip disorder (TM2),0.627,narrower-than
UNANI-C-71,Tashaqquq al-Shafatayn/ Shaqūq al-Shafatayn,TM2,SK92,Dry nose disorder (TM2),0.6144,narrower-than
UNANI-C-71,Tashaqquq al-Shafatayn/ Shaqūq al-Shafatayn,TM2,SK6A,Dry eye disorder (TM2),0.5807,related-to
UNANI-C-71,Tashaqquq al-Shafatayn/ Shaqūq al-Shafatayn,Biomedicine,SM1M,- - - - - Dry chapped lip disorder (TM2),0.5683,related-to
UNANI-C-71,Tashaqquq al-Shafatayn/ Shaqūq al-Shafatayn,Biomedicine,SK92,- - - - - Dry nose disorder (TM2),0.542,related-to
UNANI-C-72,Iltihāb al-Fam Buthūrī,Biomedicine,DA01.4,- - - Irritative hyperplasia of oral mucosa,0.6093,narrower-than
UNANI-C-72,Iltihāb al-Fam Buthūrī,Biomedicine,DA01.11,- - - - Oral mucositis,0.5916,related-to
UNANI-C-72,Iltihāb al-Fam Buthūrī,Biomedicine,DA01,- - Disorders of oral mucosa,0.5765,related-to
UNANI-C-73,Iltihāb al-Fam Qurūḥī,TM2,SM72,Bowel inflammation disorder (TM2),0.5004,related-to
UNANI-C-73,Iltihāb al-Fam Qurūḥī,Biomedicine,DA01.15,- - - - Mouth ulcers,0.6053,narrower-than
UNANI-C-73,Iltihāb al-Fam Qurūḥī,Biomedicine,DA0D.5,- - - Gingival ulceration,0.5912,related-to
UNANI-C-73,Iltihāb al-Fam Qurūḥī,Biomedicine,DA01.11,- - - - Oral mucositis,0.5858,related-to
UNANI-C-74,Iltihāb al-Ghudda al-Rīqiyya,TM2,SM72,Bowel inflammation disorder (TM2),0.531,related-to
UNANI-C-74,Iltihāb al-Ghudda al-Rīqiyya,Biomedicine,DA04,- - Diseases of salivary glands,0.5961,related-to
UNANI-C-74,Iltihāb al-Ghudda al-Rīqiyya,Biomedicine,9A02,- - - Inflammatory disorders of eyelid,0.5779,related-to
UNANI-C-74,Iltihāb al-Ghudda al-Rīqiyya,Biomedicine,DA04.6,- - - Disturbances of salivary secretion,0.5682,related-to
UNANI-C-75,Waja‘ al-Asnān,TM2,SM1J,Sensitive teeth disorder (TM2),0.5328,related-to
UNANI-C-75,Waja‘ al-Asnān,Biomedicine,MG30.61,- - - - - - Chronic dental pain,0.5837,related-to
UNANI-C-75,Waja‘ al-Asnān,Biomedicine,MD80.0,- - - - Symptom or complaint of the teeth or gum,0.5291,related-to
UNANI-C-75,Waja‘ al-Asnān,Biomedicine,MG30.6,- - - - - Chronic secondary headache or orofacial pain,0.5259,related-to
UNANI-C-76,Tazayyud al-Asnān,Biomedicine,DA01.4,- - - Irritative hyperplasia of oral mucosa,0.5022,related-to
UNANI-C-77,Taghayyur Lawn al-Asnān,TM2,SM1G,Discolouration of teeth disorder (TM2),0.5584,related-to
UNANI-C-77,Taghayyur Lawn al-Asnān,Biomedicine,DA08.15,- - - - Posteruptive colour changes of dental hard tissues,0.5059,related-to
UNANI-FC,Amrāḍ-i-Kabid,TM2,SM40,Liver abscess disorder (TM2),0.586,related-to
UNANI-FC,Amrāḍ-i-Kabid,TM2,SM42,Hepatomegaly disorder (TM2),0.5822,related-to
UNANI-FC,Amrāḍ-i-Kabid,Biomedicine,DB96,- - Autoimmune liver disease,0.5802,related-to
UNANI-FC,Amrāḍ-i-Kabid,Biomedicine,DB99,- - Certain specified diseases of liver,0.5679,related-to
UNANI-FC,Amrāḍ-i-Kabid,Biomedicine,DB94,- - Alcoholic liver disease,0.5621,related-to
UNANI-C-79,Taḥarruk al-Asnān,Biomedicine,DA08,- - Diseases of hard tissues of teeth,0.5653,related-to
UNANI-C-79,Taḥarruk al-Asnān,Biomedicine,DA0A.1,"- - - Loss of teeth due to accident, extraction or local periodontal disease",0.5609,related-to
UNANI-C-79,Taḥarruk al-Asnān,Biomedicine,DA08.10,- - - - Excessive attrition of teeth,0.551,related-to
UNANI-C-80,Suqūṭ al-Asnān,Biomedicine,DA0A.1,"- - - Loss of teeth due to accident, extraction or local periodontal disease",0.5255,related-to
UNANI-C-81,Ta’akkul al-Asnān,Biomedicine,XT9T,- - - Ageing-related,0.511,related-to
