AYUSH_Code,AYUSH_Term,Target_System,WHO_Code_Candidate,WHO_Term_Candidate,Similarity_Score,Suggested_Relationship
UNANI-O-2.2.3,Mizāj Bārid Yābis,Biomedicine,SS89,- - - - - Cold predominant temperament with greater degree of dryness age pattern (TM2),0.5984,related-to
UNANI-O-2.2.3,Mizāj Bārid Yābis,Biomedicine,SS87,- - - - - Hot predominant temperament with lesser degree of moistness age pattern (TM2),0.5967,related-to
UNANI-O-2.2.3,Mizāj Bārid Yābis,Biomedicine,SS86,- - - - - Hot and moist predominant temperament age pattern (TM2),0.5526,related-to
UNANI-O-2.2.4,Mizāj Bārid Raṭb,TM2,SS89,Cold predominant temperament with greater degree of dryness age pattern (TM2),0.6401,equivalent
UNANI-O-2.2.4,Mizāj Bārid Raṭb,TM2,ST0M,Abnormal cold and moist temperament associated with substance pattern (TM2),0.6233,equivalent
UNANI-O-2.2.4,Mizāj Bārid Raṭb,TM2,ST0N,Abnormal cold and dry temperament associated with substance pattern (TM2),0.6175,equivalent
UNANI-O-2.2.4,Mizāj Bārid Raṭb,Biomedicine,SS89,- - - - - Cold predominant temperament with greater degree of dryness age pattern (TM2),0.6762,related-to
UNANI-O-2.2.4,Mizāj Bārid Raṭb,Biomedicine,SS87,- - - - - Hot predominant temperament with lesser degree of moistness age pattern (TM2),0.6535,related-to
UNANI-O-2.2.4,Mizāj Bārid Raṭb,Biomedicine,SS86,- - - - - Hot and moist predominant temperament age pattern (TM2),0.6026,related-to
UNANI-O-2.3.1,Dam,TM2,SS2F,Pattern of humour accumulated with air (TM2),0.5274,equivalent
UNANI-O-2.3.1,Dam,TM2,SS2H,Pattern of humour accumulated with excess heat (TM2),0.5214,equivalent
UNANI-O-2.3.1,Dam,Biomedicine,XA3518,- - - - - - - Aqueous humour,0.6365,related-to
UNANI-O-2.3.1,Dam,Biomedicine,SS2H,- - - - - Pattern of humour accumulated with excess heat (TM2),0.5375,related-to
UNANI-O-2.3.1,Dam,Biomedicine,SS2F,- - - - - Pattern of humour accumulated with air (TM2),0.5127,related-to
UNANI-O-2.3.2,Balgham,TM2,SS74,Balgham predominant temperament pattern (TM2),0.5542,equivalent
UNANI-O-2.3.2,Balgham,TM2,SS2F,Pattern of humour accumulated with air (TM2),0.5008,equivalent
UNANI-O-2.3.2,Balgham,Biomedicine,SS74,- - - - - Balgham predominant temperament pattern (TM2),0.5357,related-to
UNANI-O-2.3.3,Ṣafrā’,TM2,SS73,Ṣafrā’ predominant temperament pattern (TM2),0.5228,equivalent
UNANI-O-2.3.3,Ṣafrā’,Biomedicine,XM96M0,- - - - - Safrazine,0.5812,related-to
UNANI-O-2.3.3,Ṣafrā’,Biomedicine,SS73,- - - - - Ṣafrā’ predominant temperament pattern (TM2),0.5524,related-to
UNANI-O-2.3.3,Ṣafrā’,Biomedicine,XA3518,- - - - - - - Aqueous humour,0.5191,related-to
UNANI-O-2.3.4,Sawdā’,TM2,SS75,Sawdā’ predominant temperament pattern (TM2),0.5837,equivalent
UNANI-O-2.3.4,Sawdā’,Biomedicine,SS75,- - - - - Sawdā’ predominant temperament pattern (TM2),0.5698,related-to
UNANI-O-2.4,Rūḥ,Biomedicine,XM5734,- - - - - - - Rutoside,0.528,related-to
UNANI-O-2.4,Rūḥ,Biomedicine,XM3E25,- - - - - - Rupatadine,0.5209,related-to
UNANI-O-2.4.1,Rūḥ Nafsānī,Biomedicine,XM3E25,- - - - - - Rupatadine,0.521,related-to
UNANI-O-2.4.1,Rūḥ Nafsānī,Biomedicine,XM4AC2,- - - - Ruta graveolens plant,0.5079,related-to
UNANI-O-2.4.2,Rūḥ Ḥaywānī,Biomedicine,XM3E25,- - - - - - Rupatadine,0.5201,related-to
UNANI-O-2.4.3,Rūḥ Ṭabī‘ī,Biomedicine,XM4AC2,- - - - Ruta graveolens plant,0.5163,related-to
UNANI-O-2.4.3,Rūḥ Ṭabī‘ī,Biomedicine,DB99.Y,- - - Other specified diseases of liver,0.5136,related-to
UNANI-O-2.4.3,Rūḥ Ṭabī‘ī,Biomedicine,XA5766,- - - - - - Left lobe of liver,0.5128,related-to
UNANI-O-13.10,Balgham Muntin,TM2,SN44,Foul body smelling disorder (TM2),0.6034,equivalent
UNANI-O-13.10,Balgham Muntin,Biomedicine,CA20.11,- - - - Mucopurulent chronic bronchitis,0.5577,related-to
UNANI-O-13.10,Balgham Muntin,Biomedicine,XM7MF9,- - - - - Balsalazide,0.5445,related-to
UNANI-O-13.10,Balgham Muntin,Biomedicine,DA24.00,- - - - Oesophageal phlegmon,0.5391,related-to
UNANI-O-2.6.1,Quwā Ṭabī‘iyya,TM2,SS30,Physical faculties derangement pattern (TM2),0.5004,equivalent
UNANI-O-2.6.4,Quwā Tanāsuliyya,Biomedicine,XM9R96,- - - - - Quassia,0.5076,related-to
UNANI-O-2.7,Fi‘l,Biomedicine,QF10,- - Limited function or disability of body organ or system,0.5516,related-to
UNANI-O-3,Ḥālat-i-Ṣiḥḥat,Biomedicine,MD94,- - - - Halitosis,0.5301,related-to
UNANI-O-5.1,Kayfiyāt Fā‘ila,Biomedicine,NF01.Y,- - - Other specified effects of heat,0.5053,related-to
UNANI-O-5.2,Kayfiyāt Munfa‘ila,TM2,ST11,Predominance of dryness pattern (TM2),0.5335,equivalent
UNANI-O-5.2,Kayfiyāt Munfa‘ila,Biomedicine,ST0T,- - - - Thinning of moistures pattern (TM2),0.505,related-to
UNANI-O-5.2,Kayfiyāt Munfa‘ila,Biomedicine,ST11,- - - - Predominance of dryness pattern (TM2),0.5035,related-to
UNANI-O-7,Ḥarārat Gharīziyya,TM2,SS3E,Innate heat weakness pattern (TM2),0.5556,equivalent
UNANI-O-9,Huḍūm Arba‘a,Biomedicine,VV40,- - - Functions related to the digestive system,0.5258,related-to
UNANI-O-9,Huḍūm Arba‘a,Biomedicine,ME23,- - - Results of function studies of the digestive system,0.5126,related-to
UNANI-O-9.1,Haḍm Mi‘dī,TM2,SR50,Derangement of channels carrying essense of digested food pattern (TM2),0.5415,equivalent
UNANI-O-9.1,Haḍm Mi‘dī,Biomedicine,SR50,- - - - - Derangement of channels carrying essense of digested food pattern (TM2),0.6021,related-to
UNANI-O-9.1,Haḍm Mi‘dī,Biomedicine,ME24.3,- - - - Digestive system perforation,0.547,related-to
UNANI-O-9.1,Haḍm Mi‘dī,Biomedicine,ME23,- - - Results of function studies of the digestive system,0.5262,related-to
UNANI-O-9.2,Haḍm Kabidī,Biomedicine,XM72V4,- - - - - Papain digestant,0.5215,related-to
UNANI-O-9.2,Haḍm Kabidī,Biomedicine,SS15,"- - - - - State of incomplete digestion, transformation or metabolism pattern (TM2)",0.5118,related-to
UNANI-O-9.3,Haḍm ‘Urūqī,TM2,SR59,Derangement of digestive tract pattern (TM2),0.5192,equivalent
UNANI-O-9.3,Haḍm ‘Urūqī,TM2,SS15,"State of incomplete digestion, transformation or metabolism pattern (TM2)",0.514,equivalent
UNANI-O-9.3,Haḍm ‘Urūqī,Biomedicine,VV40,- - - Functions related to the digestive system,0.5927,related-to
UNANI-O-9.3,Haḍm ‘Urūqī,Biomedicine,ME24.6,- - - - Digestive system dilatation,0.591,related-to
UNANI-O-9.3,Haḍm ‘Urūqī,Biomedicine,SS15,"- - - - - State of incomplete digestion, transformation or metabolism pattern (TM2)",0.5786,related-to
UNANI-O-9.4,Haḍm ‘Uḍwī,TM2,SR59,Derangement of digestive tract pattern (TM2),0.5648,equivalent
UNANI-O-9.4,Haḍm ‘Uḍwī,TM2,SS15,"State of incomplete digestion, transformation or metabolism pattern (TM2)",0.531,equivalent
UNANI-O-9.4,Haḍm ‘Uḍwī,Biomedicine,SS15,"- - - - - State of incomplete digestion, transformation or metabolism pattern (TM2)",0.618,related-to
UNANI-O-9.4,Haḍm ‘Uḍwī,Biomedicine,ME24.Y,- - - - Other specified clinical manifestations of the digestive system,0.6042,related-to
UNANI-O-9.4,Haḍm ‘Uḍwī,Biomedicine,ME24.6,- - - - Digestive system dilatation,0.6039,related-to
UNANI-O-10,Mizaj-i-A‘mar,TM2,SS71,Temperament according to age pattern (TM2),0.833,equivalent
UNANI-O-10,Mizaj-i-A‘mar,TM2,ST0Q,Unstable abnormal temperament pattern (TM2),0.5758,equivalent
UNANI-O-10,Mizaj-i-A‘mar,TM2,ST1Z,"Body constitution and temperament patterns (TM2), unspecified",0.5209,equivalent
UNANI-O-10,Mizaj-i-A‘mar,Biomedicine,SS71,- - - - - Temperament according to age pattern (TM2),0.5897,related-to
UNANI-O-10,Mizaj-i-A‘mar,Biomedicine,ST1Z,"- - - - Body constitution and temperament patterns (TM2), unspecified",0.574,related-to
UNANI-O-10,Mizaj-i-A‘mar,Biomedicine,ST02,- - - - Simple abnormal temperament without substance pattern (TM2),0.5484,related-to
UNANI-O-11,Mizāj Insānī,TM2,SS71,Temperament according to age pattern (TM2),0.6892,equivalent
UNANI-O-11,Mizāj Insānī,TM2,SS87,Hot predominant temperament with lesser degree of moistness age pattern (TM2),0.5129,equivalent
UNANI-O-11,Mizāj Insānī,TM2,SS73,Ṣafrā’ predominant temperament pattern (TM2),0.5002,equivalent
UNANI-O-11,Mizāj Insānī,Biomedicine,SS87,- - - - - Hot predominant temperament with lesser degree of moistness age pattern (TM2),0.5364,related-to
UNANI-O-11,Mizāj Insānī,Biomedicine,SS71,- - - - - Temperament according to age pattern (TM2),0.5094,related-to
UNANI-O-11.1,Damawī al-Mizāj,TM2,SS71,Temperament according to age pattern (TM2),0.5158,equivalent
UNANI-O-11.2,Balghamī al-Mizāj,TM2,SS74,Balgham predominant temperament pattern (TM2),0.5378,equivalent
UNANI-O-11.2,Balghamī al-Mizāj,TM2,SS71,Temperament according to age pattern (TM2),0.5178,equivalent
UNANI-O-11.2,Balghamī al-Mizāj,Biomedicine,SS74,- - - - - Balgham predominant temperament pattern (TM2),0.5555,related-to
UNANI-O-11.2,Balghamī al-Mizāj,Biomedicine,XM7MF9,- - - - - Balsalazide,0.5367,related-to
UNANI-O-11.2,Balghamī al-Mizāj,Biomedicine,XM7670,- - - - - - Balugrastim,0.5124,related-to
UNANI-O-11.3,Ṣafrāwī al-Mizāj,TM2,SS71,Temperament according to age pattern (TM2),0.5249,equivalent
UNANI-O-11.3,Ṣafrāwī al-Mizāj,TM2,SS73,Ṣafrā’ predominant temperament pattern (TM2),0.5107,equivalent
UNANI-O-11.3,Ṣafrāwī al-Mizāj,Biomedicine,SS73,- - - - - Ṣafrā’ predominant temperament pattern (TM2),0.5222,related-to
UNANI-O-11.4,Sawdāwī al-Mizāj,TM2,SS75,Sawdā’ predominant temperament pattern (TM2),0.5643,equivalent
UNANI-O-11.4,Sawdāwī al-Mizāj,TM2,SS71,Temperament according to age pattern (TM2),0.5012,equivalent
UNANI-O-11.4,Sawdāwī al-Mizāj,Biomedicine,SS75,- - - - - Sawdā’ predominant temperament pattern (TM2),0.5775,related-to
UNANI-O-13.1,Balgham Māliḥ,TM2,SS74,Balgham predominant temperament pattern (TM2),0.5019,equivalent
UNANI-O-13.1,Balgham Māliḥ,Biomedicine,SS74,- - - - - Balgham predominant temperament pattern (TM2),0.503,related-to
UNANI-O-13.2,Balgham Ḥāmiḍ,TM2,SR8F,Sour smelling sweat pattern (TM2),0.5076,equivalent
UNANI-O-13.2,Balgham Ḥāmiḍ,TM2,ST0N,Abnormal cold and dry temperament associated with substance pattern (TM2),0.5008,equivalent
UNANI-O-13.2,Balgham Ḥāmiḍ,TM2,ST0M,Abnormal cold and moist temperament associated with substance pattern (TM2),0.5001,equivalent
UNANI-O-13.2,Balgham Ḥāmiḍ,Biomedicine,XM7MF9,- - - - - Balsalazide,0.5409,related-to
UNANI-O-13.2,Balgham Ḥāmiḍ,Biomedicine,DA42.9,- - - - Gastric phlegmon,0.5286,related-to
UNANI-O-13.2,Balgham Ḥāmiḍ,Biomedicine,DA24.00,- - - - Oesophageal phlegmon,0.5279,related-to
UNANI-O-13.3,Balgham Masīkh,TM2,SS74,Balgham predominant temperament pattern (TM2),0.5238,equivalent
UNANI-O-13.3,Balgham Masīkh,TM2,SP52,Fever disorder due to derangement of Balgham (TM2),0.5054,equivalent
UNANI-O-13.3,Balgham Masīkh,Biomedicine,XM7MF9,- - - - - Balsalazide,0.5606,related-to
UNANI-O-13.3,Balgham Masīkh,Biomedicine,SS74,- - - - - Balgham predominant temperament pattern (TM2),0.5568,related-to
UNANI-O-13.4,Balgham ‘Afiṣ,Biomedicine,XM7MF9,- - - - - Balsalazide,0.5277,related-to
UNANI-O-13.4,Balgham ‘Afiṣ,Biomedicine,DA24.00,- - - - Oesophageal phlegmon,0.52,related-to
UNANI-O-13.4,Balgham ‘Afiṣ,Biomedicine,SS74,- - - - - Balgham predominant temperament pattern (TM2),0.5071,related-to
UNANI-O-13.5,Balgham Ḥulw,TM2,SS74,Balgham predominant temperament pattern (TM2),0.5132,equivalent
UNANI-O-13.5,Balgham Ḥulw,Biomedicine,XM7MF9,- - - - - Balsalazide,0.5347,related-to
UNANI-O-13.5,Balgham Ḥulw,Biomedicine,DA24.00,- - - - Oesophageal phlegmon,0.5165,related-to
UNANI-O-13.5,Balgham Ḥulw,Biomedicine,SS74,- - - - - Balgham predominant temperament pattern (TM2),0.5149,related-to
UNANI-O-13.6,Balgham Mā’ī,TM2,SL05,Pharyngitis disorder (TM2),0.5269,equivalent
UNANI-O-13.6,Balgham Mā’ī,Biomedicine,SD95,- - - - Flowing phlegm disorder (TM1),0.6012,related-to
UNANI-O-13.6,Balgham Mā’ī,Biomedicine,SF12,- - - - - Dry-phlegm pattern (TM1),0.5686,related-to
UNANI-O-13.6,Balgham Mā’ī,Biomedicine,SF85,- - - - - Cold phlegm obstructing the lung pattern (TM1),0.5646,related-to
UNANI-O-13.7,Balgham Jaṣṣī,TM2,SL05,Pharyngitis disorder (TM2),0.5242,equivalent
UNANI-O-13.7,Balgham Jaṣṣī,TM2,SP52,Fever disorder due to derangement of Balgham (TM2),0.5047,equivalent
UNANI-O-13.7,Balgham Jaṣṣī,Biomedicine,SD95,- - - - Flowing phlegm disorder (TM1),0.568,related-to
UNANI-O-13.7,Balgham Jaṣṣī,Biomedicine,SF85,- - - - - Cold phlegm obstructing the lung pattern (TM1),0.559,related-to
UNANI-O-13.7,Balgham Jaṣṣī,Biomedicine,DA24.00,- - - - Oesophageal phlegmon,0.5499,related-to
UNANI-O-13.8,Balgham Mukhāṭī,TM2,SL05,Pharyngitis disorder (TM2),0.5208,equivalent
UNANI-O-13.8,Balgham Mukhāṭī,Biomedicine,DA24.00,- - - - Oesophageal phlegmon,0.5656,related-to
UNANI-O-13.8,Balgham Mukhāṭī,Biomedicine,SD95,- - - - Flowing phlegm disorder (TM1),0.5566,related-to
UNANI-O-13.8,Balgham Mukhāṭī,Biomedicine,SF85,- - - - - Cold phlegm obstructing the lung pattern (TM1),0.5514,related-to
UNANI-O-13.9,Balgham Zujājī,TM2,SL05,Pharyngitis disorder (TM2),0.565,equivalent
UNANI-O-13.9,Balgham Zujājī,TM2,SP52,Fever disorder due to derangement of Balgham (TM2),0.5082,equivalent
UNANI-O-13.9,Balgham Zujājī,Biomedicine,SD95,- - - - Flowing phlegm disorder (TM1),0.5985,related-to
UNANI-O-13.9,Balgham Zujājī,Biomedicine,DA24.00,- - - - Oesophageal phlegmon,0.5885,related-to
UNANI-O-13.9,Balgham Zujājī,Biomedicine,SF85,- - - - - Cold phlegm obstructing the lung pattern (TM1),0.5611,related-to
UNANI-O-122,Sur‘a Infiqā’ al-Zabad,Biomedicine,XA2PT2,- - - - - - Dome of bladder,0.5075,related-to
UNANI-O-122,Sur‘a Infiqā’ al-Zabad,Biomedicine,MF50.63,- - - - - Urgency of urination,0.5007,related-to
UNANI-O-14,Ṣafrā’ Ghayr  Ṭabī‘ī,Biomedicine,5C52.11,- - - - - Bile acid synthesis defect with cholestasis,0.6005,related-to
UNANI-O-14,Ṣafrā’ Ghayr  Ṭabī‘ī,Biomedicine,XM1W44,- - - - - Bile acid sequestrants,0.5939,related-to
UNANI-O-14,Ṣafrā’ Ghayr  Ṭabī‘ī,Biomedicine,DC10.Z,"- - - Acquired anatomical alterations of gallbladder or bile ducts, unspecified",0.5716,related-to
UNANI-O-14.1,Ṣafrā’ Muḥḥiyya,Biomedicine,XA6R80,- - - - - - Common bile duct,0.5998,related-to
UNANI-O-14.1,Ṣafrā’ Muḥḥiyya,Biomedicine,XA9HM5,- - - - - - Extrahepatic bile duct,0.5738,related-to
UNANI-O-14.1,Ṣafrā’ Muḥḥiyya,Biomedicine,XM1W44,- - - - - Bile acid sequestrants,0.5691,related-to
UNANI-O-14.2,Mirra Ṣafrā’,Biomedicine,5C52.11,- - - - - Bile acid synthesis defect with cholestasis,0.608,related-to
UNANI-O-14.2,Mirra Ṣafrā’,Biomedicine,XA6R80,- - - - - - Common bile duct,0.5884,related-to
UNANI-O-14.2,Mirra Ṣafrā’,Biomedicine,XA4415,- - - - - - Hepatic bile ducts,0.5748,related-to
UNANI-O-14.3,Ṣafrā’ Muḥtariqa,Biomedicine,XA6R80,- - - - - - Common bile duct,0.5952,related-to
UNANI-O-14.3,Ṣafrā’ Muḥtariqa,Biomedicine,5C52.11,- - - - - Bile acid synthesis defect with cholestasis,0.5949,related-to
UNANI-O-14.3,Ṣafrā’ Muḥtariqa,Biomedicine,XM1W44,- - - - - Bile acid sequestrants,0.5884,related-to
UNANI-O-14.5,Ṣafrā’ Zanjārī,Biomedicine,XM1W44,- - - - - Bile acid sequestrants,0.5266,related-to
UNANI-O-14.5,Ṣafrā’ Zanjārī,Biomedicine,XM2702,- - - - - Ox bile extract,0.5232,related-to
UNANI-O-15,Sawdā’  Ghayr Ṭabī‘ī,Biomedicine,DC14.0,- - - Haemorrhage of bile duct,0.5359,related-to
UNANI-O-15,Sawdā’  Ghayr Ṭabī‘ī,Biomedicine,XM1W44,- - - - - Bile acid sequestrants,0.5327,related-to
UNANI-O-15,Sawdā’  Ghayr Ṭabī‘ī,Biomedicine,5C52.11,- - - - - Bile acid synthesis defect with cholestasis,0.5138,related-to
UNANI-O-15.2,Sawdā’ Ṣafrāwī,Biomedicine,5C52.11,- - - - - Bile acid synthesis defect with cholestasis,0.5762,related-to
UNANI-O-15.2,Sawdā’ Ṣafrāwī,Biomedicine,XM1W44,- - - - - Bile acid sequestrants,0.5733,related-to
UNANI-O-15.2,Sawdā’ Ṣafrāwī,Biomedicine,XA4415,- - - - - - Hepatic bile ducts,0.5613,related-to
UNANI-O-15.3,Sawdā’ Balghamī,Biomedicine,XM1W44,- - - - - Bile acid sequestrants,0.5614,related-to
UNANI-O-15.3,Sawdā’ Balghamī,Biomedicine,XM2702,- - - - - Ox bile extract,0.544,related-to
UNANI-O-15.3,Sawdā’ Balghamī,Biomedicine,DC14.0,- - - Haemorrhage of bile duct,0.5419,related-to
UNANI-O-15.4,Sawdā’ Sawdāwī,Biomedicine,DC14.0,- - - Haemorrhage of bile duct,0.5316,related-to
UNANI-O-15.4,Sawdā’ Sawdāwī,Biomedicine,XA4415,- - - - - - Hepatic bile ducts,0.5261,related-to
UNANI-O-15.4,Sawdā’ Sawdāwī,Biomedicine,5C52.11,- - - - - Bile acid synthesis defect with cholestasis,0.5205,related-to
UNANI-O-16,Al-Maraḍ al-Mufrad,TM2,SR00,Marasmus disorder (TM2),0.5124,equivalent
UNANI-O-16,Al-Maraḍ al-Mufrad,TM2,SM16,Sialorrhoea disorder (TM2),0.5062,equivalent
UNANI-O-16,Al-Maraḍ al-Mufrad,TM2,SM12,Bruxism disorder (TM2),0.5052,equivalent
UNANI-O-16,Al-Maraḍ al-Mufrad,Biomedicine,FB83.20,- - - - Aluminium bone disease,0.5484,related-to
UNANI-O-16,Al-Maraḍ al-Mufrad,Biomedicine,SR00,- - - - Marasmus disorder (TM2),0.5449,related-to
UNANI-O-16,Al-Maraḍ al-Mufrad,Biomedicine,ST02,- - - - Simple abnormal temperament without substance pattern (TM2),0.5256,related-to
UNANI-O-17,Mizāj Ghayr Mu‘tadil/ Sū’-i-Mizāj,TM2,SS71,Temperament according to age pattern (TM2),0.7002,equivalent
UNANI-O-17,Mizāj Ghayr Mu‘tadil/ Sū’-i-Mizāj,TM2,ST0Q,Unstable abnormal temperament pattern (TM2),0.5447,equivalent
UNANI-O-17,Mizāj Ghayr Mu‘tadil/ Sū’-i-Mizāj,TM2,SS73,Ṣafrā’ predominant temperament pattern (TM2),0.5424,equivalent
UNANI-O-17,Mizāj Ghayr Mu‘tadil/ Sū’-i-Mizāj,Biomedicine,ST02,- - - - Simple abnormal temperament without substance pattern (TM2),0.556,related-to
UNANI-O-17,Mizāj Ghayr Mu‘tadil/ Sū’-i-Mizāj,Biomedicine,SS71,- - - - - Temperament according to age pattern (TM2),0.5496,related-to
UNANI-O-17,Mizāj Ghayr Mu‘tadil/ Sū’-i-Mizāj,Biomedicine,SS7Z,"- - - - - Temperament based patterns (TM2), unspecified",0.5425,related-to
UNANI-O-17.1,Mizāj Ghayr Mu‘tadil Mufrad/Sū’-i-Mizāj Mufrad,TM2,SS71,Temperament according to age pattern (TM2),0.693,equivalent
UNANI-O-17.1,Mizāj Ghayr Mu‘tadil Mufrad/Sū’-i-Mizāj Mufrad,TM2,SS73,Ṣafrā’ predominant temperament pattern (TM2),0.6471,equivalent
UNANI-O-17.1,Mizāj Ghayr Mu‘tadil Mufrad/Sū’-i-Mizāj Mufrad,TM2,SS89,Cold predominant temperament with greater degree of dryness age pattern (TM2),0.5991,equivalent
UNANI-O-17.1,Mizāj Ghayr Mu‘tadil Mufrad/Sū’-i-Mizāj Mufrad,Biomedicine,SS73,- - - - - Ṣafrā’ predominant temperament pattern (TM2),0.6134,related-to
UNANI-O-17.1,Mizāj Ghayr Mu‘tadil Mufrad/Sū’-i-Mizāj Mufrad,Biomedicine,SS89,- - - - - Cold predominant temperament with greater degree of dryness age pattern (TM2),0.608,related-to
UNANI-O-17.1,Mizāj Ghayr Mu‘tadil Mufrad/Sū’-i-Mizāj Mufrad,Biomedicine,SS87,- - - - - Hot predominant temperament with lesser degree of moistness age pattern (TM2),0.6077,related-to
UNANI-O-17.1.1,Sū’-i-Mizāj Mufrad Sāda/Mizāj Ghayr Mu‘tadil Mufrad Sāda,TM2,SS71,Temperament according to age pattern (TM2),0.6667,equivalent
UNANI-O-17.1.1,Sū’-i-Mizāj Mufrad Sāda/Mizāj Ghayr Mu‘tadil Mufrad Sāda,TM2,ST0Q,Unstable abnormal temperament pattern (TM2),0.5612,equivalent
UNANI-O-17.1.1,Sū’-i-Mizāj Mufrad Sāda/Mizāj Ghayr Mu‘tadil Mufrad Sāda,TM2,SS73,Ṣafrā’ predominant temperament pattern (TM2),0.533,equivalent
UNANI-O-17.1.1,Sū’-i-Mizāj Mufrad Sāda/Mizāj Ghayr Mu‘tadil Mufrad Sāda,Biomedicine,SS73,- - - - - Ṣafrā’ predominant temperament pattern (TM2),0.5691,related-to
UNANI-O-17.1.1,Sū’-i-Mizāj Mufrad Sāda/Mizāj Ghayr Mu‘tadil Mufrad Sāda,Biomedicine,ST01,- - - - Simple morbid temperament pattern (TM2),0.5139,related-to
UNANI-O-17.1.1,Sū’-i-Mizāj Mufrad Sāda/Mizāj Ghayr Mu‘tadil Mufrad Sāda,Biomedicine,ST00,- - - - Abnormal temperament pattern (TM2),0.5003,related-to
UNANI-O-17.1.1.1,Sū’-i-Mizāj Ḥārr,TM2,SN4N,Prickly heat disorder (TM2),0.517,equivalent
UNANI-O-17.1.1.1,Sū’-i-Mizāj Ḥārr,Biomedicine,NF01.1,- - - Heat syncope,0.58,related-to
UNANI-O-17.1.1.1,Sū’-i-Mizāj Ḥārr,Biomedicine,NF01,- - Effects of heat,0.5722,related-to
UNANI-O-17.1.1.1,Sū’-i-Mizāj Ḥārr,Biomedicine,NF01.Z,"- - - Effects of heat, unspecified",0.5564,related-to
UNANI-O-17.1.1.2,Sū’-i-Mizāj Bārid,Biomedicine,XE4AY,- - - - Exposure to excessive cold,0.6164,related-to
UNANI-O-17.1.1.2,Sū’-i-Mizāj Bārid,Biomedicine,SF7H,- - - - - Cold invading the stomach system pattern (TM1),0.6146,related-to
UNANI-O-17.1.1.2,Sū’-i-Mizāj Bārid,Biomedicine,PH36,- - - Exposure to excessive cold with undetermined intent,0.5925,related-to
UNANI-O-17.1.1.3,Sū’-i-Mizāj Raṭb,TM2,SN42,Dryness of skin disorder (TM2),0.5139,equivalent
UNANI-O-17.1.1.3,Sū’-i-Mizāj Raṭb,Biomedicine,SN42,- - - - - Dryness of skin disorder (TM2),0.5112,related-to
UNANI-O-17.1.1.3,Sū’-i-Mizāj Raṭb,Biomedicine,ST11,- - - - Predominance of dryness pattern (TM2),0.5108,related-to
UNANI-O-17.1.1.3,Sū’-i-Mizāj Raṭb,Biomedicine,SR01,- - - - Bed wetting disorder (TM2),0.5083,related-to
UNANI-O-17.1.1.4,Sū’-i-Mizāj Yābis,TM2,SN42,Dryness of skin disorder (TM2),0.579,equivalent
UNANI-O-17.1.1.4,Sū’-i-Mizāj Yābis,TM2,ST11,Predominance of dryness pattern (TM2),0.5663,equivalent
UNANI-O-17.1.1.4,Sū’-i-Mizāj Yābis,TM2,SN7Y,Other specified hair disorders (TM2),0.5002,equivalent
UNANI-O-17.1.1.4,Sū’-i-Mizāj Yābis,Biomedicine,SN42,- - - - - Dryness of skin disorder (TM2),0.5725,related-to
UNANI-O-17.1.1.4,Sū’-i-Mizāj Yābis,Biomedicine,ST11,- - - - Predominance of dryness pattern (TM2),0.5482,related-to
UNANI-O-17.1.1.4,Sū’-i-Mizāj Yābis,Biomedicine,SF04,- - - - - Blood dryness pattern (TM1),0.5472,related-to
UNANI-O-17.1.2,Sū’-i-Mizāj Mufrad Māddī,TM2,SS71,Temperament according to age pattern (TM2),0.6268,equivalent
UNANI-O-17.1.2,Sū’-i-Mizāj Mufrad Māddī,TM2,ST0Q,Unstable abnormal temperament pattern (TM2),0.6139,equivalent
UNANI-O-17.1.2,Sū’-i-Mizāj Mufrad Māddī,TM2,ST07,Abnormal temperament associated with substance pattern (TM2),0.5604,equivalent
UNANI-O-17.1.2,Sū’-i-Mizāj Mufrad Māddī,Biomedicine,ST02,- - - - Simple abnormal temperament without substance pattern (TM2),0.6226,related-to
UNANI-O-17.1.2,Sū’-i-Mizāj Mufrad Māddī,Biomedicine,ST07,- - - - Abnormal temperament associated with substance pattern (TM2),0.5757,related-to
UNANI-O-17.1.2,Sū’-i-Mizāj Mufrad Māddī,Biomedicine,SS73,- - - - - Ṣafrā’ predominant temperament pattern (TM2),0.5746,related-to
UNANI-O-17.1.2.1,Sū’-i-Mizāj Ḥārr Māddī,TM2,ST08,Abnormal hot temperament with substance pattern (TM2),0.6691,equivalent
UNANI-O-17.1.2.1,Sū’-i-Mizāj Ḥārr Māddī,TM2,ST0L,Abnormal hot and dry temperament associated with substance pattern (TM2),0.6136,equivalent
UNANI-O-17.1.2.1,Sū’-i-Mizāj Ḥārr Māddī,TM2,ST0K,Abnormal hot and moist temperament associated with substance pattern (TM2),0.6121,equivalent
UNANI-O-17.1.2.1,Sū’-i-Mizāj Ḥārr Māddī,Biomedicine,ST08,- - - - Abnormal hot temperament with substance pattern (TM2),0.7146,related-to
UNANI-O-17.1.2.1,Sū’-i-Mizāj Ḥārr Māddī,Biomedicine,ST03,- - - - Abnormal hot temperament pattern (TM2),0.6588,related-to
UNANI-O-17.1.2.1,Sū’-i-Mizāj Ḥārr Māddī,Biomedicine,ST0L,- - - - Abnormal hot and dry temperament associated with substance pattern (TM2),0.6303,related-to
UNANI-O-17.1.2.2,Sū’-i-Mizāj Bārid Māddī,TM2,ST09,Abnormal cold temperament with substance pattern (TM2),0.6897,equivalent
